observation_id,merchant_id,timestamp,hour,zomato_orders_count,other_platform_orders_count,dine_in_orders_count,total_kitchen_load,kitchen_capacity,utilization_rate,observable_load_ratio
OBS00014017,M000975,2026-02-24 17:42:00,17,0,0,0,0,20,0.0,0.0
OBS00014018,M000297,2026-01-31 02:04:00,2,8,6,0,14,11,1.0,0.571
OBS00014019,M000218,2026-03-01 07:59:00,7,3,3,0,6,31,0.194,0.5
OBS00014020,M000270,2026-02-04 08:43:00,8,1,0,0,1,25,0.04,1.0
OBS00014021,M000751,2026-01-16 15:00:00,15,2,2,0,4,12,0.333,0.5
OBS00014022,M000815,2026-01-30 18:07:00,18,0,0,0,0,11,0.0,0.0
OBS00014023,M000509,2026-01-16 04:39:00,4,7,3,0,10,35,0.286,0.7
OBS00014024,M000881,2026-01-20 18:46:00,18,0,0,0,0,38,0.0,0.0
OBS00014025,M000220,2026-01-27 23:23:00,23,12,8,0,20,14,1.0,0.6
OBS00014026,M000657,2026-02-08 16:54:00,16,0,0,0,0,13,0.0,0.0
OBS00014027,M000663,2026-02-10 14:46:00,14,0,0,0,0,49,0.0,0.0
OBS00014028,M000708,2026-01-12 00:19:00,0,2,5,0,7,19,0.368,0.286
OBS00014029,M000451,2026-01-02 23:15:00,23,0,0,0,0,30,0.0,0.0
OBS00014030,M000374,2026-02-17 16:55:00,16,1,0,0,1,38,0.026,1.0
OBS00014031,M000605,2026-01-10 18:31:00,18,1,0,0,1,27,0.037,1.0
OBS00014032,M000928,2026-01-11 17:18:00,17,1,0,0,1,13,0.077,1.0
OBS00014033,M000328,2026-01-13 19:49:00,19,0,0,0,0,30,0.0,0.0
OBS00014034,M000307,2026-01-12 20:43:00,20,4,1,0,5,18,0.278,0.8
OBS00014035,M000844,2026-02-18 18:10:00,18,0,0,0,0,8,0.0,0.0
OBS00014036,M000902,2026-03-01 01:21:00,1,0,0,0,0,24,0.0,0.0
OBS00014037,M000176,2026-01-26 14:18:00,14,12,10,0,22,19,1.0,0.545
OBS00014038,M000146,2026-02-26 02:30:00,2,0,0,0,0,48,0.0,0.0
OBS00014039,M000116,2026-02-07 23:07:00,23,0,0,0,0,13,0.0,0.0
OBS00014040,M000180,2026-01-20 08:52:00,8,0,0,0,0,27,0.0,0.0
OBS00014041,M000606,2026-01-31 05:37:00,5,0,0,0,0,10,0.0,0.0
OBS00014042,M000490,2026-02-01 11:41:00,11,2,4,0,6,34,0.176,0.333
OBS00014043,M000014,2026-01-04 14:55:00,14,2,2,0,4,33,0.121,0.5
OBS00014044,M000762,2026-01-17 16:47:00,16,1,1,0,2,5,0.4,0.5
OBS00014045,M000379,2026-02-04 19:33:00,19,0,0,0,0,36,0.0,0.0
OBS00014046,M000443,2026-02-05 15:38:00,15,2,2,0,4,19,0.211,0.5
OBS00014047,M000184,2026-02-11 20:28:00,20,0,0,0,0,41,0.0,0.0
OBS00014048,M000373,2026-02-27 14:28:00,14,68,45,0,113,48,1.0,0.602
OBS00014049,M000881,2026-01-13 08:17:00,8,1,0,0,1,38,0.026,1.0
OBS00014050,M000534,2026-01-13 08:33:00,8,1,0,0,1,31,0.032,1.0
OBS00014051,M000565,2026-02-12 03:26:00,3,0,0,0,0,13,0.0,0.0
OBS00014052,M000920,2026-01-06 00:30:00,0,30,29,0,59,26,1.0,0.508
OBS00014053,M000490,2026-02-25 01:36:00,1,0,0,0,0,34,0.0,0.0
OBS00014054,M000741,2026-01-25 03:19:00,3,2,0,0,2,5,0.4,1.0
OBS00014055,M000040,2026-01-11 06:19:00,6,0,0,0,0,5,0.0,0.0
OBS00014056,M000987,2026-02-24 19:41:00,19,0,0,0,0,31,0.0,0.0
OBS00014057,M000806,2026-01-08 15:57:00,15,3,0,0,3,24,0.125,1.0
OBS00014058,M000023,2026-01-10 06:17:00,6,4,3,0,7,7,1.0,0.571
OBS00014059,M000057,2026-02-09 02:37:00,2,3,0,0,3,15,0.2,1.0
OBS00014060,M000691,2026-02-16 01:18:00,1,19,16,0,35,16,1.0,0.543
OBS00014061,M000106,2026-01-23 14:20:00,14,17,0,0,17,43,0.395,1.0
OBS00014062,M000052,2026-02-08 17:41:00,17,1,1,0,2,6,0.333,0.5
OBS00014063,M000112,2026-01-24 11:24:00,11,1,0,0,1,48,0.021,1.0
OBS00014064,M000730,2026-02-25 16:40:00,16,1,0,0,1,12,0.083,1.0
OBS00014065,M000258,2026-03-01 05:16:00,5,4,5,0,9,14,0.643,0.444
OBS00014066,M000094,2026-02-25 15:46:00,15,0,0,0,0,6,0.0,0.0
OBS00014067,M000359,2026-02-24 12:32:00,12,36,31,0,67,19,1.0,0.537
OBS00014068,M000304,2026-02-27 15:43:00,15,0,0,0,0,26,0.0,0.0
OBS00014069,M000817,2026-02-15 05:48:00,5,0,0,0,0,19,0.0,0.0
OBS00014070,M000996,2026-02-16 14:11:00,14,2,3,0,5,21,0.238,0.4
OBS00014071,M000448,2026-02-19 11:21:00,11,1,2,0,3,13,0.231,0.333
OBS00014072,M000422,2026-01-05 02:21:00,2,1,1,0,2,39,0.051,0.5
OBS00014073,M000840,2026-01-20 07:09:00,7,0,0,0,0,10,0.0,0.0
OBS00014074,M000242,2026-02-13 23:09:00,23,2,3,0,5,36,0.139,0.4
OBS00014075,M000579,2026-01-13 00:53:00,0,0,0,0,0,13,0.0,0.0
OBS00014076,M000305,2026-01-01 21:45:00,21,28,15,0,43,21,1.0,0.651
OBS00014077,M000944,2026-02-20 01:12:00,1,6,7,0,13,38,0.342,0.462
OBS00014078,M000769,2026-01-18 01:31:00,1,2,0,0,2,46,0.043,1.0
OBS00014079,M000940,2026-01-27 21:58:00,21,4,5,0,9,27,0.333,0.444
OBS00014080,M000262,2026-01-08 09:49:00,9,7,0,0,7,23,0.304,1.0
OBS00014081,M000812,2026-01-11 15:50:00,15,7,0,0,7,18,0.389,1.0
OBS00014082,M000654,2026-02-24 07:15:00,7,0,0,0,0,42,0.0,0.0
OBS00014083,M000237,2026-01-13 03:52:00,3,0,0,0,0,35,0.0,0.0
OBS00014084,M000151,2026-02-25 10:11:00,10,2,2,0,4,30,0.133,0.5
OBS00014085,M000091,2026-02-17 22:43:00,22,1,0,0,1,31,0.032,1.0
OBS00014086,M000210,2026-02-13 18:30:00,18,2,0,0,2,15,0.133,1.0
OBS00014087,M000607,2026-01-07 19:33:00,19,19,16,0,35,26,1.0,0.543
OBS00014088,M000694,2026-02-20 13:46:00,13,3,0,0,3,27,0.111,1.0
OBS00014089,M000115,2026-01-21 12:10:00,12,1,1,0,2,32,0.062,0.5
OBS00014090,M000856,2026-02-12 14:34:00,14,11,12,0,23,35,0.657,0.478
OBS00014091,M000857,2026-02-26 23:08:00,23,6,0,0,6,7,0.857,1.0
OBS00014092,M000086,2026-01-15 04:54:00,4,3,2,0,5,8,0.625,0.6
OBS00014093,M000915,2026-01-18 20:15:00,20,1,0,0,1,9,0.111,1.0
OBS00014094,M000051,2026-03-01 20:00:00,20,0,0,0,0,23,0.0,0.0
OBS00014095,M000165,2026-01-26 20:50:00,20,8,7,10,25,49,0.51,0.32
OBS00014096,M000968,2026-01-20 16:57:00,16,0,0,0,0,46,0.0,0.0
OBS00014097,M000353,2026-01-09 19:02:00,19,3,2,3,8,24,0.333,0.375
OBS00014098,M000541,2026-01-04 01:48:00,1,2,1,0,3,43,0.07,0.667
OBS00014099,M000590,2026-01-28 18:01:00,18,3,2,0,5,5,1.0,0.6
OBS00014100,M000234,2026-02-08 23:58:00,23,0,0,0,0,39,0.0,0.0
OBS00014101,M000420,2026-01-12 18:13:00,18,0,0,0,0,44,0.0,0.0
OBS00014102,M000001,2026-01-28 11:45:00,11,0,0,0,0,23,0.0,0.0
OBS00014103,M000399,2026-01-10 18:38:00,18,1,0,0,1,17,0.059,1.0
OBS00014104,M000776,2026-01-21 04:07:00,4,0,0,0,0,49,0.0,0.0
OBS00014105,M000510,2026-02-02 23:20:00,23,0,0,0,0,33,0.0,0.0
OBS00014106,M000597,2026-02-02 00:01:00,0,0,0,0,0,35,0.0,0.0
OBS00014107,M000686,2026-02-04 05:10:00,5,0,0,0,0,30,0.0,0.0
OBS00014108,M000464,2026-01-28 04:16:00,4,0,0,0,0,22,0.0,0.0
OBS00014109,M000265,2026-01-25 06:52:00,6,0,0,0,0,15,0.0,0.0
OBS00014110,M000031,2026-01-30 07:40:00,7,0,0,0,0,19,0.0,0.0
OBS00014111,M000351,2026-02-18 23:48:00,23,9,11,0,20,13,1.0,0.45
OBS00014112,M000531,2026-02-16 16:43:00,16,0,0,0,0,21,0.0,0.0
OBS00014113,M000587,2026-01-27 00:25:00,0,0,0,0,0,12,0.0,0.0
OBS00014114,M000466,2026-02-20 18:54:00,18,0,0,0,0,43,0.0,0.0
OBS00014115,M000234,2026-02-17 11:13:00,11,0,0,0,0,39,0.0,0.0
OBS00014116,M000099,2026-02-19 18:43:00,18,4,2,0,6,19,0.316,0.667
OBS00014117,M000964,2026-02-08 02:56:00,2,1,0,0,1,11,0.091,1.0
OBS00014118,M000107,2026-02-16 16:07:00,16,0,0,0,0,36,0.0,0.0
OBS00014119,M000625,2026-01-12 13:14:00,13,0,0,0,0,42,0.0,0.0
OBS00014120,M000959,2026-01-16 13:51:00,13,4,0,6,10,15,0.667,0.4
OBS00014121,M000891,2026-01-15 19:51:00,19,0,0,0,0,27,0.0,0.0
OBS00014122,M000529,2026-01-14 21:10:00,21,0,0,0,0,19,0.0,0.0
OBS00014123,M000301,2026-01-08 18:03:00,18,0,0,0,0,44,0.0,0.0
OBS00014124,M000651,2026-02-12 16:10:00,16,3,2,0,5,28,0.179,0.6
OBS00014125,M000272,2026-01-07 14:39:00,14,1,0,0,1,8,0.125,1.0
OBS00014126,M000108,2026-02-06 02:21:00,2,3,1,0,4,21,0.19,0.75
OBS00014127,M000141,2026-02-15 02:00:00,2,5,0,0,5,6,0.833,1.0
OBS00014128,M000734,2026-01-24 20:42:00,20,3,2,4,9,41,0.22,0.333
OBS00014129,M000029,2026-02-12 06:01:00,6,0,0,0,0,29,0.0,0.0
OBS00014130,M000532,2026-01-05 16:01:00,16,0,0,0,0,28,0.0,0.0
OBS00014131,M000678,2026-02-15 02:38:00,2,6,0,0,6,7,0.857,1.0
OBS00014132,M000645,2026-01-02 08:36:00,8,3,1,0,4,46,0.087,0.75
OBS00014133,M000036,2026-01-23 21:57:00,21,2,1,0,3,20,0.15,0.667
OBS00014134,M000021,2026-01-05 02:44:00,2,2,1,0,3,9,0.333,0.667
OBS00014135,M000326,2026-02-26 11:25:00,11,0,0,0,0,6,0.0,0.0
OBS00014136,M000258,2026-01-27 06:02:00,6,6,2,0,8,14,0.571,0.75
OBS00014137,M000067,2026-01-20 02:33:00,2,0,0,0,0,44,0.0,0.0
OBS00014138,M000711,2026-01-06 20:15:00,20,13,11,0,24,28,0.857,0.542
OBS00014139,M000692,2026-01-13 05:53:00,5,0,0,0,0,27,0.0,0.0
OBS00014140,M000326,2026-02-08 15:38:00,15,0,0,0,0,6,0.0,0.0
OBS00014141,M000515,2026-01-04 08:37:00,8,0,0,0,0,25,0.0,0.0
OBS00014142,M000926,2026-02-03 22:12:00,22,11,4,0,15,46,0.326,0.733
OBS00014143,M000381,2026-02-12 06:35:00,6,1,0,0,1,41,0.024,1.0
OBS00014144,M000881,2026-01-27 17:25:00,17,0,0,0,0,38,0.0,0.0
OBS00014145,M000694,2026-02-03 07:49:00,7,1,0,0,1,27,0.037,1.0
OBS00014146,M000860,2026-02-24 07:27:00,7,8,0,0,8,19,0.421,1.0
OBS00014147,M000005,2026-02-20 16:40:00,16,2,2,0,4,46,0.087,0.5
OBS00014148,M000039,2026-01-24 09:34:00,9,1,0,0,1,13,0.077,1.0
OBS00014149,M000660,2026-01-28 23:44:00,23,4,7,0,11,35,0.314,0.364
OBS00014150,M000589,2026-02-14 21:50:00,21,3,1,0,4,16,0.25,0.75
OBS00014151,M000374,2026-01-25 10:52:00,10,0,0,0,0,38,0.0,0.0
OBS00014152,M000196,2026-01-30 23:14:00,23,2,1,0,3,39,0.077,0.667
OBS00014153,M000567,2026-02-19 14:58:00,14,0,0,0,0,48,0.0,0.0
OBS00014154,M000116,2026-01-03 10:17:00,10,1,0,0,1,13,0.077,1.0
OBS00014155,M000777,2026-02-04 13:37:00,13,6,6,9,21,20,1.0,0.286
OBS00014156,M000775,2026-01-14 12:45:00,12,1,0,1,2,39,0.051,0.5
OBS00014157,M000290,2026-01-21 22:23:00,22,0,0,0,0,45,0.0,0.0
OBS00014158,M000674,2026-02-10 19:24:00,19,14,10,16,40,23,1.0,0.35
OBS00014159,M000765,2026-02-27 11:02:00,11,3,3,0,6,41,0.146,0.5
OBS00014160,M000545,2026-02-27 00:35:00,0,1,0,0,1,20,0.05,1.0
OBS00014161,M000429,2026-01-29 15:07:00,15,1,0,0,1,46,0.022,1.0
OBS00014162,M000608,2026-02-27 11:02:00,11,0,0,0,0,42,0.0,0.0
OBS00014163,M000042,2026-02-04 09:03:00,9,3,3,0,6,26,0.231,0.5
OBS00014164,M000098,2026-01-11 10:41:00,10,67,50,0,117,38,1.0,0.573
OBS00014165,M000194,2026-01-08 04:45:00,4,2,2,0,4,25,0.16,0.5
OBS00014166,M000527,2026-02-25 01:01:00,1,0,0,0,0,37,0.0,0.0
OBS00014167,M000062,2026-02-06 10:11:00,10,0,0,0,0,36,0.0,0.0
OBS00014168,M000302,2026-01-06 19:10:00,19,13,13,0,26,16,1.0,0.5
OBS00014169,M000355,2026-01-04 23:57:00,23,0,0,0,0,46,0.0,0.0
OBS00014170,M000110,2026-01-06 05:12:00,5,0,0,0,0,41,0.0,0.0
OBS00014171,M000942,2026-01-16 20:32:00,20,22,17,0,39,29,1.0,0.564
OBS00014172,M000812,2026-02-07 18:16:00,18,7,0,0,7,18,0.389,1.0
OBS00014173,M000600,2026-01-30 12:39:00,12,33,26,0,59,36,1.0,0.559
OBS00014174,M000827,2026-01-02 08:46:00,8,0,0,0,0,39,0.0,0.0
OBS00014175,M000162,2026-02-05 10:43:00,10,4,0,0,4,34,0.118,1.0
OBS00014176,M000460,2026-01-07 19:22:00,19,1,1,2,4,42,0.095,0.25
OBS00014177,M000859,2026-02-07 23:19:00,23,4,3,0,7,28,0.25,0.571
OBS00014178,M000914,2026-02-12 04:53:00,4,4,5,0,9,23,0.391,0.444
OBS00014179,M000827,2026-02-17 16:02:00,16,0,0,0,0,39,0.0,0.0
OBS00014180,M000956,2026-02-26 08:24:00,8,8,6,0,14,14,1.0,0.571
OBS00014181,M000453,2026-01-02 22:58:00,22,0,0,0,0,25,0.0,0.0
OBS00014182,M000157,2026-02-01 12:07:00,12,2,0,2,4,36,0.111,0.5
OBS00014183,M000086,2026-01-17 13:44:00,13,4,2,0,6,8,0.75,0.667
OBS00014184,M000490,2026-02-05 23:24:00,23,0,0,0,0,34,0.0,0.0
OBS00014185,M000544,2026-01-31 19:14:00,19,2,0,1,3,29,0.103,0.667
OBS00014186,M000125,2026-02-28 12:24:00,12,17,13,0,30,25,1.0,0.567
OBS00014187,M000919,2026-01-24 20:06:00,20,21,22,20,63,39,1.0,0.333
OBS00014188,M000410,2026-01-19 04:57:00,4,2,2,0,4,27,0.148,0.5
OBS00014189,M000858,2026-02-28 23:34:00,23,0,0,0,0,12,0.0,0.0
OBS00014190,M000028,2026-01-03 17:59:00,17,0,0,0,0,47,0.0,0.0
OBS00014191,M000228,2026-01-21 05:31:00,5,0,0,0,0,17,0.0,0.0
OBS00014192,M000207,2026-02-13 00:21:00,0,15,14,0,29,22,1.0,0.517
OBS00014193,M000896,2026-01-18 19:58:00,19,0,0,0,0,19,0.0,0.0
OBS00014194,M000845,2026-01-12 19:26:00,19,2,0,2,4,44,0.091,0.5
OBS00014195,M000136,2026-01-31 16:11:00,16,4,1,0,5,20,0.25,0.8
OBS00014196,M000047,2026-01-28 00:27:00,0,5,0,0,5,11,0.455,1.0
OBS00014197,M000844,2026-02-10 04:24:00,4,0,0,0,0,8,0.0,0.0
OBS00014198,M000464,2026-01-14 23:14:00,23,2,0,0,2,22,0.091,1.0
OBS00014199,M000457,2026-02-09 23:15:00,23,6,3,0,9,13,0.692,0.667
OBS00014200,M000058,2026-02-25 15:29:00,15,0,0,0,0,34,0.0,0.0
OBS00014201,M000830,2026-01-28 18:28:00,18,0,0,0,0,44,0.0,0.0
OBS00014202,M000669,2026-01-14 03:18:00,3,3,2,0,5,13,0.385,0.6
OBS00014203,M000004,2026-01-05 15:51:00,15,1,0,0,1,44,0.023,1.0
OBS00014204,M000375,2026-01-31 23:26:00,23,0,0,0,0,24,0.0,0.0
OBS00014205,M000105,2026-02-10 04:52:00,4,0,0,0,0,49,0.0,0.0
OBS00014206,M000553,2026-02-28 10:17:00,10,0,0,0,0,33,0.0,0.0
OBS00014207,M000698,2026-01-23 18:34:00,18,2,0,0,2,34,0.059,1.0
OBS00014208,M000329,2026-02-15 21:24:00,21,13,0,0,13,15,0.867,1.0
OBS00014209,M000838,2026-02-26 14:37:00,14,11,0,0,11,40,0.275,1.0
OBS00014210,M000049,2026-02-04 08:07:00,8,0,0,0,0,33,0.0,0.0
OBS00014211,M000054,2026-01-06 07:15:00,7,0,0,0,0,49,0.0,0.0
OBS00014212,M000073,2026-02-14 17:00:00,17,23,15,0,38,6,1.0,0.605
OBS00014213,M000586,2026-02-17 11:37:00,11,8,9,0,17,12,1.0,0.471
OBS00014214,M000175,2026-01-05 16:38:00,16,0,0,0,0,43,0.0,0.0
OBS00014215,M000105,2026-02-17 11:20:00,11,4,2,0,6,49,0.122,0.667
OBS00014216,M000947,2026-02-14 01:13:00,1,2,1,0,3,14,0.214,0.667
OBS00014217,M000339,2026-01-28 17:51:00,17,2,1,0,3,30,0.1,0.667
OBS00014218,M000615,2026-01-23 09:50:00,9,0,0,0,0,28,0.0,0.0
OBS00014219,M000512,2026-01-16 08:57:00,8,0,0,0,0,29,0.0,0.0
OBS00014220,M000613,2026-02-12 04:10:00,4,10,11,0,21,39,0.538,0.476
OBS00014221,M000940,2026-02-12 07:09:00,7,1,0,0,1,27,0.037,1.0
OBS00014222,M000803,2026-02-04 14:05:00,14,16,0,0,16,30,0.533,1.0
OBS00014223,M000791,2026-02-07 09:26:00,9,5,1,0,6,12,0.5,0.833
OBS00014224,M000584,2026-02-15 18:01:00,18,0,0,0,0,49,0.0,0.0
OBS00014225,M000800,2026-01-22 22:31:00,22,2,0,0,2,27,0.074,1.0
OBS00014226,M000769,2026-02-07 01:11:00,1,1,0,0,1,46,0.022,1.0
OBS00014227,M000530,2026-01-21 13:44:00,13,5,3,0,8,17,0.471,0.625
OBS00014228,M000456,2026-02-13 04:42:00,4,0,0,0,0,20,0.0,0.0
OBS00014229,M000644,2026-02-05 04:00:00,4,1,0,0,1,5,0.2,1.0
OBS00014230,M000126,2026-01-25 22:59:00,22,9,8,0,17,30,0.567,0.529
OBS00014231,M000328,2026-01-07 23:13:00,23,0,0,0,0,30,0.0,0.0
OBS00014232,M000471,2026-02-01 18:57:00,18,5,0,0,5,17,0.294,1.0
OBS00014233,M000006,2026-01-30 11:34:00,11,0,0,0,0,5,0.0,0.0
OBS00014234,M000421,2026-02-21 07:28:00,7,2,3,0,5,28,0.179,0.4
OBS00014235,M000371,2026-01-21 21:33:00,21,2,4,0,6,38,0.158,0.333
OBS00014236,M000278,2026-01-28 01:41:00,1,0,0,0,0,15,0.0,0.0
OBS00014237,M000198,2026-01-18 14:53:00,14,14,8,0,22,9,1.0,0.636
OBS00014238,M000347,2026-01-15 15:55:00,15,0,0,0,0,49,0.0,0.0
OBS00014239,M000051,2026-01-02 01:18:00,1,0,0,0,0,23,0.0,0.0
OBS00014240,M000867,2026-02-18 03:16:00,3,1,1,0,2,12,0.167,0.5
OBS00014241,M000879,2026-02-21 18:30:00,18,4,3,0,7,33,0.212,0.571
OBS00014242,M000875,2026-02-11 22:35:00,22,3,0,0,3,14,0.214,1.0
OBS00014243,M000669,2026-01-13 07:58:00,7,2,1,0,3,13,0.231,0.667
OBS00014244,M000976,2026-01-04 18:26:00,18,3,2,0,5,10,0.5,0.6
OBS00014245,M000764,2026-02-11 08:01:00,8,3,0,0,3,44,0.068,1.0
OBS00014246,M000907,2026-01-17 06:01:00,6,1,1,0,2,47,0.043,0.5
OBS00014247,M000467,2026-01-01 08:31:00,8,3,0,0,3,8,0.375,1.0
OBS00014248,M000935,2026-02-13 22:11:00,22,2,3,0,5,13,0.385,0.4
OBS00014249,M000036,2026-01-26 22:07:00,22,0,0,0,0,20,0.0,0.0
OBS00014250,M000264,2026-02-28 17:58:00,17,0,0,0,0,28,0.0,0.0
OBS00014251,M000644,2026-01-14 03:16:00,3,0,0,0,0,5,0.0,0.0
OBS00014252,M000032,2026-01-02 17:51:00,17,0,0,0,0,33,0.0,0.0
OBS00014253,M000069,2026-01-14 16:25:00,16,1,2,0,3,19,0.158,0.333
OBS00014254,M000947,2026-02-12 00:51:00,0,1,0,0,1,14,0.071,1.0
OBS00014255,M000778,2026-02-01 08:52:00,8,2,1,0,3,12,0.25,0.667
OBS00014256,M000734,2026-01-25 13:19:00,13,12,5,14,31,41,0.756,0.387
OBS00014257,M000253,2026-02-13 16:49:00,16,0,0,0,0,8,0.0,0.0
OBS00014258,M000848,2026-01-28 06:01:00,6,3,1,0,4,20,0.2,0.75
OBS00014259,M000819,2026-02-03 09:51:00,9,0,0,0,0,47,0.0,0.0
OBS00014260,M000049,2026-02-10 16:57:00,16,3,1,0,4,33,0.121,0.75
OBS00014261,M000275,2026-02-25 02:52:00,2,0,0,0,0,42,0.0,0.0
OBS00014262,M000824,2026-02-22 18:09:00,18,9,6,0,15,23,0.652,0.6
OBS00014263,M000783,2026-02-17 12:14:00,12,11,14,0,25,21,1.0,0.44
OBS00014264,M000394,2026-01-12 03:17:00,3,0,0,0,0,34,0.0,0.0
OBS00014265,M000346,2026-01-20 16:09:00,16,19,14,0,33,20,1.0,0.576
OBS00014266,M000140,2026-02-01 16:38:00,16,1,0,0,1,49,0.02,1.0
OBS00014267,M000582,2026-02-08 10:26:00,10,4,4,0,8,16,0.5,0.5
OBS00014268,M000321,2026-01-04 08:52:00,8,1,1,0,2,17,0.118,0.5
OBS00014269,M000437,2026-01-14 18:01:00,18,1,0,0,1,16,0.062,1.0
OBS00014270,M000996,2026-02-02 17:33:00,17,1,4,0,5,21,0.238,0.2
OBS00014271,M000182,2026-01-28 17:10:00,17,0,0,0,0,28,0.0,0.0
OBS00014272,M000922,2026-02-21 19:28:00,19,0,0,0,0,24,0.0,0.0
OBS00014273,M000988,2026-02-02 02:14:00,2,3,3,0,6,19,0.316,0.5
OBS00014274,M000105,2026-02-28 17:02:00,17,2,1,0,3,49,0.061,0.667
OBS00014275,M000528,2026-02-21 06:33:00,6,0,0,0,0,5,0.0,0.0
OBS00014276,M000424,2026-02-01 23:41:00,23,0,0,0,0,27,0.0,0.0
OBS00014277,M000392,2026-02-01 19:36:00,19,4,3,0,7,12,0.583,0.571
OBS00014278,M000085,2026-01-21 15:05:00,15,0,0,0,0,44,0.0,0.0
OBS00014279,M000768,2026-01-07 16:18:00,16,1,0,0,1,46,0.022,1.0
OBS00014280,M000865,2026-02-03 17:37:00,17,4,3,0,7,49,0.143,0.571
OBS00014281,M000964,2026-02-11 23:48:00,23,1,1,0,2,11,0.182,0.5
OBS00014282,M000269,2026-02-16 17:21:00,17,1,0,0,1,9,0.111,1.0
OBS00014283,M000449,2026-02-27 19:47:00,19,2,0,1,3,44,0.068,0.667
OBS00014284,M000149,2026-01-16 00:56:00,0,1,1,0,2,20,0.1,0.5
OBS00014285,M000005,2026-02-13 12:55:00,12,8,7,0,15,46,0.326,0.533
OBS00014286,M000344,2026-02-01 17:32:00,17,1,1,0,2,47,0.043,0.5
OBS00014287,M000816,2026-01-28 18:02:00,18,0,0,0,0,48,0.0,0.0
OBS00014288,M000588,2026-01-10 14:31:00,14,0,0,0,0,31,0.0,0.0
OBS00014289,M000303,2026-01-21 20:08:00,20,19,17,20,56,26,1.0,0.339
OBS00014290,M000564,2026-02-10 19:27:00,19,2,1,2,5,19,0.263,0.4
OBS00014291,M000019,2026-02-07 22:38:00,22,5,5,0,10,11,0.909,0.5
OBS00014292,M000563,2026-01-26 10:20:00,10,5,0,0,5,23,0.217,1.0
OBS00014293,M000666,2026-02-04 18:11:00,18,0,0,0,0,7,0.0,0.0
OBS00014294,M000056,2026-02-01 10:11:00,10,18,22,0,40,7,1.0,0.45
OBS00014295,M000154,2026-01-16 14:36:00,14,0,0,0,0,30,0.0,0.0
OBS00014296,M000775,2026-01-10 22:20:00,22,0,0,0,0,39,0.0,0.0
OBS00014297,M000107,2026-01-28 19:58:00,19,1,2,1,4,36,0.111,0.25
OBS00014298,M000643,2026-03-01 18:32:00,18,2,1,0,3,32,0.094,0.667
OBS00014299,M000497,2026-01-16 06:18:00,6,1,2,0,3,26,0.115,0.333
OBS00014300,M000193,2026-01-23 17:22:00,17,0,0,0,0,10,0.0,0.0
OBS00014301,M000178,2026-01-14 06:10:00,6,13,8,0,21,8,1.0,0.619
OBS00014302,M000081,2026-02-17 11:57:00,11,0,0,0,0,7,0.0,0.0
OBS00014303,M000603,2026-02-18 15:40:00,15,0,0,0,0,25,0.0,0.0
OBS00014304,M000798,2026-02-16 10:45:00,10,0,0,0,0,9,0.0,0.0
OBS00014305,M000082,2026-01-18 22:12:00,22,5,1,0,6,23,0.261,0.833
OBS00014306,M000421,2026-02-13 18:55:00,18,3,2,0,5,28,0.179,0.6
OBS00014307,M000696,2026-02-25 06:07:00,6,0,0,0,0,29,0.0,0.0
OBS00014308,M000248,2026-01-09 20:58:00,20,3,0,4,7,9,0.778,0.429
OBS00014309,M000856,2026-02-01 13:12:00,13,6,4,11,21,35,0.6,0.286
OBS00014310,M000723,2026-02-26 22:43:00,22,0,0,0,0,26,0.0,0.0
OBS00014311,M000462,2026-02-10 12:09:00,12,0,0,0,0,11,0.0,0.0
OBS00014312,M000108,2026-01-15 00:46:00,0,6,4,0,10,21,0.476,0.6
OBS00014313,M000884,2026-02-26 14:36:00,14,2,1,0,3,27,0.111,0.667
OBS00014314,M000247,2026-02-14 10:47:00,10,8,3,0,11,20,0.55,0.727
OBS00014315,M000497,2026-01-02 06:01:00,6,1,1,0,2,26,0.077,0.5
OBS00014316,M000475,2026-02-11 21:42:00,21,33,29,0,62,10,1.0,0.532
OBS00014317,M000885,2026-01-13 23:12:00,23,1,1,0,2,9,0.222,0.5
OBS00014318,M000816,2026-02-27 00:24:00,0,0,0,0,0,48,0.0,0.0
OBS00014319,M000507,2026-01-12 05:02:00,5,0,0,0,0,7,0.0,0.0
OBS00014320,M000327,2026-03-01 02:21:00,2,0,0,0,0,40,0.0,0.0
OBS00014321,M000838,2026-02-27 02:34:00,2,5,0,0,5,40,0.125,1.0
OBS00014322,M000712,2026-01-07 09:21:00,9,1,0,0,1,9,0.111,1.0
OBS00014323,M000342,2026-01-08 15:41:00,15,1,0,0,1,24,0.042,1.0
OBS00014324,M000441,2026-01-16 04:26:00,4,5,4,0,9,46,0.196,0.556
OBS00014325,M000362,2026-01-08 20:11:00,20,12,9,12,33,24,1.0,0.364
OBS00014326,M000593,2026-02-01 18:50:00,18,1,2,0,3,46,0.065,0.333
OBS00014327,M000591,2026-02-01 16:20:00,16,0,0,0,0,47,0.0,0.0
OBS00014328,M000051,2026-01-14 21:45:00,21,1,0,0,1,23,0.043,1.0
OBS00014329,M000018,2026-01-29 03:02:00,3,0,0,0,0,21,0.0,0.0
OBS00014330,M000388,2026-02-14 02:45:00,2,0,0,0,0,48,0.0,0.0
OBS00014331,M000356,2026-01-17 21:07:00,21,0,0,0,0,21,0.0,0.0
OBS00014332,M000774,2026-01-26 03:27:00,3,3,2,0,5,42,0.119,0.6
